"","ENTREZID","SYMBOL","GENENAME"
"9245","84465","MEGF11","multiple EGF like domains 11"
"9246","100422905","MIR4311","microRNA 4311"
"9247","115752","DIS3L","DIS3 like exosome 3'-5' exoribonuclease"
"9248","54962","TIPIN","TIMELESS interacting protein"
"9249","692149","SCARNA14","small Cajal body-specific RNA 14"
"9250","5604","MAP2K1","mitogen-activated protein kinase kinase 1"
"9251","10302","SNAPC5","small nuclear RNA activating complex polypeptide 5"
"9252","100616149","MIR4512","microRNA 4512"
"9253","6124","RPL4","ribosomal protein L4"
"9254","595100","SNORD18C","small nucleolar RNA, C/D box 18C"
"9255","595099","SNORD18B","small nucleolar RNA, C/D box 18B"
"9256","595097","SNORD16","small nucleolar RNA, C/D box 16"
"9257","595098","SNORD18A","small nucleolar RNA, C/D box 18A"
"9258","55055","ZWILCH","zwilch kinetochore protein"
"9259","197021","LCTL","lactase like"
"9260","102723165","LINC01169","long intergenic non-protein coding RNA 1169"
"9261","4091","SMAD6","SMAD family member 6"
"9262","102723481","LINC02206","long intergenic non-protein coding RNA 2206"
"9263","4088","SMAD3","SMAD family member 3"
"9264","79719","AAGAB","alpha and gamma adaptin binding protein"
"9265","64799","IQCH","IQ motif containing H"
"9266","100506686","IQCH-AS1","IQCH antisense RNA 1"
"9267","145853","C15orf61","chromosome 15 open reading frame 61"
"9268","5607","MAP2K5","mitogen-activated protein kinase kinase 5"
"9269","390598","SKOR1","SKI family transcriptional corepressor 1"
"9270","101929076","LOC101929076","uncharacterized LOC101929076"
"9271","26827","RNU6-1","RNA, U6 small nuclear 1"
"9272","8554","PIAS1","protein inhibitor of activated STAT 1"
"9273","91860","CALML4","calmodulin like 4"
"9274","54982","CLN6","CLN6 transmembrane ER protein"
"9275","10116","FEM1B","fem-1 homolog B"
"9276","22801","ITGA11","integrin subunit alpha 11"
"9277","10391","CORO2B","coronin 2B"
"9278","8125","ANP32A","acidic nuclear phosphoprotein 32 family member A"
"9279","100422971","MIR4312","microRNA 4312"
"9280","80035","ANP32A-IT1","ANP32A intronic transcript 1"
"9281","79400","NOX5","NADPH oxidase 5"
"9282","246777","SPESP1","sperm equatorial segment protein 1"
"9283","283673","EWSAT1","Ewing sarcoma associated transcript 1"
"9284","26035","GLCE","glucuronic acid epimerase"
"9285","54852","PAQR5","progestin and adipoQ receptor family member 5"
"9286","9493","KIF23","kinesin family member 23"
"9287","6176","RPLP1","ribosomal protein lateral stalk subunit P1"
"9288","145837","DRAIC","downregulated RNA in cancer, inhibitor of cell invasion and migration"
"9289","104472713","PCAT29","prostate cancer associated transcript 29"
"9290","414926","LINC00593","long intergenic non-protein coding RNA 593"
"9291","7090","TLE3","TLE family member 3, transcriptional corepressor"
"9292","693214","MIR629","microRNA 629"
"9293","104548972","SALRNA3","senescence associated long non-coding RNA 3"
"9294","104548973","SALRNA2","senescence associated long non-coding RNA 2"
"9295","55075","UACA","uveal autoantigen with coiled-coil domains and ankyrin repeats"
"9296","55323","LARP6","La ribonucleoprotein 6, translational regulator"
"9297","54839","LRRC49","leucine rich repeat containing 49"
"9298","56906","THAP10","THAP domain containing 10"
"9299","196993","CT62","cancer/testis antigen 62"
"9300","79875","THSD4","thrombospondin type 1 domain containing 4"
"9301","101929196","THSD4-AS1","THSD4 antisense RNA 1"
"9302","101929173","THSD4-AS2","THSD4 antisense RNA 2"
"9303","10002","NR2E3","nuclear receptor subfamily 2 group E member 3"
"9304","4649","MYO9A","myosin IXA"
"9305","123228","SENP8","SUMO peptidase family member, NEDD8 specific"
"9306","196996","GRAMD2A","GRAM domain containing 2A"
"9307","5315","PKM","pyruvate kinase M1/2"
"9308","56965","PARP6","poly(ADP-ribose) polymerase family member 6"
"9309","60677","CELF6","CUGBP Elav-like family member 6"
"9310","3073","HEXA","hexosaminidase subunit alpha"
"9311","80072","HEXA-AS1","HEXA antisense RNA 1"
"9312","338949","TMEM202","transmembrane protein 202"
"9313","25820","ARIH1","ariadne RBR E3 ubiquitin protein ligase 1"
"9314","693215","MIR630","microRNA 630"
"9315","55889","GOLGA6B","golgin A6 family member B"
"9316","646670",NA,NA
"9317","123346","HIGD2B","HIG1 hypoxia inducible domain family member 2B"
"9318","585","BBS4","Bardet-Biedl syndrome 4"
"9319","83440","ADPGK","ADP dependent glucokinase"
"9320","100287559","ADPGK-AS1","ADPGK antisense RNA 1"
"9321","4756","NEO1","neogenin 1"
"9322","10021","HCN4","hyperpolarization activated cyclic nucleotide gated potassium channel 4"
"9323","283677","REC114","REC114 meiotic recombination protein"
"9324","27020","NPTN","neuroplastin"
"9325","101241892","NPTN-IT1","NPTN intronic transcript 1"
"9326","80381","CD276","CD276 molecule"
"9327","388135","INSYN1","inhibitory synaptic factor 1"
"9328","101929221","INSYN1-AS1","INSYN1 antisense RNA 1"
"9329","161514","TBC1D21","TBC1 domain family member 21"
"9330","100287616","LOXL1-AS1","LOXL1 antisense RNA 1"
"9331","4016","LOXL1","lysyl oxidase like 1"
"9332","9399","STOML1","stomatin like 1"
"9333","5371","PML","promyelocytic leukemia"
"9334","342096","GOLGA6A","golgin A6 family member A"
"9335","732265","COMMD4P2","COMM domain containing 4 pseudogene 2"
"9336","283731","LOC283731","uncharacterized LOC283731"
"9337","57611","ISLR2","immunoglobulin superfamily containing leucine rich repeat 2"
"9338","3671","ISLR","immunoglobulin superfamily containing leucine rich repeat"
"9339","64220","STRA6","stimulated by retinoic acid 6"
"9340","80125","CCDC33","coiled-coil domain containing 33"
"9341","1583","CYP11A1","cytochrome P450 family 11 subfamily A member 1"
"9342","729739","PPIAP46","peptidylprolyl isomerase A pseudogene 46"
"9343","8482","SEMA7A","semaphorin 7A (John Milton Hagen blood group)"
"9344","102465530","MIR6881","microRNA 6881"
"9345","84993","UBL7","ubiquitin like 7"
"9346","440288","UBL7-AS1","UBL7 antisense RNA 1 (head to head)"
"9347","10620","ARID3B","AT-rich interaction domain 3B"
"9348","1198","CLK3","CDC like kinase 3"
"9349","102723750","LOC102723750","uncharacterized LOC102723750"
"9350","80153","EDC3","enhancer of mRNA decapping 3"
"9351","1543","CYP1A1","cytochrome P450 family 1 subfamily A member 1"
"9352","1544","CYP1A2","cytochrome P450 family 1 subfamily A member 2"
"9353","1445","CSK","C-terminal Src kinase"
"9354","100616183","MIR4513","microRNA 4513"
"9355","79748","LMAN1L","lectin, mannose binding 1 like"
"9356","594855","CPLX3","complexin 3"
"9357","25989","ULK3","unc-51 like kinase 3"
"9358","102465531","MIR6882","microRNA 6882"
"9359","10066","SCAMP2","secretory carrier membrane protein 2"
"9360","4351","MPI","mannose phosphate isomerase"
"9361","57184","FAM219B","family with sequence similarity 219 member B"
"9362","9377","COX5A","cytochrome c oxidase subunit 5A"
"9363","54913","RPP25","ribonuclease P and MRP subunit p25"
"9364","192683","SCAMP5","secretory carrier membrane protein 5"
"9365","60490","PPCDC","phosphopantothenoylcysteine decarboxylase"
"9366","56905","C15orf39","chromosome 15 open reading frame 39"
"9367","105376731","LOC105376731","taste receptor cell protein 1-like"
"9368","653641","GOLGA6C","golgin A6 family member C"
"9369","653643","GOLGA6D","golgin A6 family member D"
"9370","54939","COMMD4","COMM domain containing 4"
"9371","79661","NEIL1","nei like DNA glycosylase 1"
"9372","693216","MIR631","microRNA 631"
"9373","4123","MAN2C1","mannosidase alpha class 2C member 1"
"9374","25942","SIN3A","SIN3 transcription regulator family member A"
"9375","5780","PTPN9","protein tyrosine phosphatase non-receptor type 9"
"9376","10073","SNUPN","snurportin 1"
"9377","55272","IMP3","IMP U3 small nucleolar ribonucleoprotein 3"
"9378","257364","SNX33","sorting nexin 33"
"9379","1464","CSPG4","chondroitin sulfate proteoglycan 4"
"9380","161753","ODF3L1","outer dense fiber of sperm tails 3 like 1"
"9381","100128285","DNM1P35","dynamin 1 pseudogene 35"
"9382","100423035","MIR4313","microRNA 4313"
"9383","92912","UBE2Q2","ubiquitin conjugating enzyme E2 Q2"
"9384","26263","FBXO22","F-box protein 22"
"9385","692224",NA,NA
"9386","145957","NRG4","neuregulin 4"
"9387","123591","TMEM266","transmembrane protein 266"
"9388","101929439","LOC101929439","uncharacterized LOC101929439"
"9389","2108","ETFA","electron transfer flavoprotein subunit alpha"
"9390","7302","TYRO3P","TYRO3P protein tyrosine kinase pseudogene"
"9391","64843","ISL2","ISL LIM homeobox 2"
"9392","49855","SCAPER","S-phase cyclin A associated protein in the ER"
"9393","100500855","MIR3713","microRNA 3713"
"9394","5955","RCN2","reticulocalbin 2"
"9395","9051","PSTPIP1","proline-serine-threonine phosphatase interacting protein 1"
"9396","10099","TSPAN3","tetraspanin 3"
"9397","79834","PEAK1","pseudopodium enriched atypical kinase 1"
"9398","81698","LINC00597","long intergenic non-protein coding RNA 597"
"9399","10363","HMG20A","high mobility group 20A"
"9400","84894","LINGO1","leucine rich repeat and Ig domain containing 1"
"9401","253044","LINGO1-AS1","LINGO1 antisense RNA 1"
"9402","101929478","LINGO1-AS2","LINGO1 antisense RNA 2"
"9403","645752","LOC645752","golgin A6 family member A pseudogene"
"9404","440292","COMMD4P1","COMM domain containing 4 pseudogene 1"
"9405","91450","LOC91450","uncharacterized LOC91450"
"9406","23102","TBC1D2B","TBC1 domain family member 2B"
"9407","646892","SH2D7","SH2 domain containing 7"
"9408","10518","CIB2","calcium and integrin binding family member 2"
"9409","105370945",NA,NA
"9410","3419","IDH3A","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha"
"9411","23205","ACSBG1","acyl-CoA synthetase bubblegum family member 1"
"9412","55466","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4"
"9413","80349","WDR61","WD repeat domain 61"
"9414","1381","CRABP1","cellular retinoic acid binding protein 1"
"9415","3658","IREB2","iron responsive element binding protein 2"
"9416","123688","HYKK","hydroxylysine kinase"
"9417","5685","PSMA4","proteasome 20S subunit alpha 4"
"9418","1138","CHRNA5","cholinergic receptor nicotinic alpha 5 subunit"
"9419","1136","CHRNA3","cholinergic receptor nicotinic alpha 3 subunit"
"9420","1143","CHRNB4","cholinergic receptor nicotinic beta 4 subunit"
"9421","646938","LOC646938","TBC1 domain family member 2B pseudogene"
"9422","11173","ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"9423","100189013","TRK-CTT1-2","tRNA-Lys (anticodon CTT) 1-2"
"9424","10933","MORF4L1","mortality factor 4 like 1"
"9425","1512","CTSH","cathepsin H"
"9426","5923","RASGRF1","Ras protein specific guanine nucleotide releasing factor 1"
"9427","729911","ANKRD34C-AS1","ANKRD34C antisense RNA 1"
"9428","406960","MIR184","microRNA 184"
"9429","390616","ANKRD34C","ankyrin repeat domain 34C"
"9430","23423","TMED3","transmembrane p24 trafficking protein 3"
"9431","23251","MINAR1","membrane integral NOTCH2 associated receptor 1"
"9432","100189155","TRC-GCA5-1","tRNA-Cys (anticodon GCA) 5-1"
"9433","10588","MTHFS","methenyltetrahydrofolate synthetase"
"9434","100528021","ST20-MTHFS","ST20-MTHFS readthrough"
"9435","400410","ST20","suppressor of tumorigenicity 20"
"9436","283687","ST20-AS1","ST20 antisense RNA 1"
"9437","597","BCL2A1","BCL2 related protein A1"
"9438","54469","ZFAND6","zinc finger AN1-type containing 6"
"9439","2184","FAH","fumarylacetoacetate hydrolase"
"9440","100996492","CTXND1","cortexin domain containing 1"
"9441","283688","LINC00927","long intergenic non-protein coding RNA 927"
"9442","9915","ARNT2","aryl hydrocarbon receptor nuclear translocator 2"
"9443","101929586","LOC101929586","uncharacterized LOC101929586"
"9444","100847042","MIR5572","microRNA 5572"
"9445","58489","ABHD17C","abhydrolase domain containing 17C"
"9446","57214","CEMIP","cell migration inducing hyaluronidase 1"
"9447","693132","MIR549A","microRNA 549a"
"9448","23184","MESD","mesoderm development LRP chaperone"
"9449","100616181","MIR4514","microRNA 4514"
"9450","59274","TLNRD1","talin rod domain containing 1"
"9451","161502","CFAP161","cilia and flagella associated protein 161"
"9452","3603","IL16","interleukin 16"
"9453","80765","STARD5","StAR related lipid transfer domain containing 5"
"9454","101929655","TMC3-AS1","TMC3 antisense RNA 1"
"9455","342125","TMC3","transmembrane channel like 3"
"9456","84206","MEX3B","mex-3 RNA binding family member B"
"9457","101929690","LINC01583","long intergenic non-protein coding RNA 1583"
"9458","79631","EFL1","elongation factor like GTPase 1"
"9459","283726","SAXO2","stabilizer of axonemal microtubules 2"
"9460","390660","ADAMTS7P1","ADAMTS7 pseudogene 1"
"9461","647042","GOLGA6L10","golgin A6 family like 10"
"9462","100134869","UBE2Q2P2","ubiquitin conjugating enzyme E2 Q2 pseudogene 2"
"9463","440295","GOLGA6L9","golgin A6 family like 9"
"9464","102724034","LOC102724034","uncharacterized LOC102724034"
"9465","80154","GOLGA2P10","GOLGA2 pseudogene 10"
"9466","642402","GOLGA6L17P","golgin A6 family like 17, pseudogene"
"9467","6218","RPS17","ribosomal protein S17"
"9468","64506","CPEB1","cytoplasmic polyadenylation element binding protein 1"
"9469","283692","CPEB1-AS1","CPEB1 antisense RNA 1"
"9470","8120","AP3B2","adaptor related protein complex 3 subunit beta 2"
"9471","338963","LOC338963","epididymal protein pseudogene"
"9472","283693","ACTG1P17","actin gamma 1 pseudogene 17"
"9473","100505616","SNHG21","small nucleolar RNA host gene 21"
"9474","123722","FSD2","fibronectin type III and SPRY domain containing 2"
"9475","677778","SCARNA15","small Cajal body-specific RNA 15"
"9476","123720","WHAMM","WASP homolog associated with actin, golgi membranes and microtubules"
"9477","9455","HOMER2","homer scaffold protein 2"
"9478","83640","RAMAC","RNA guanine-7 methyltransferase activating subunit"
"9479","123207","C15orf40","chromosome 15 open reading frame 40"
"9480","53339","BTBD1","BTB domain containing 1"
"9481","100616404","MIR4515","microRNA 4515"
"9482","53346","TM6SF1","transmembrane 6 superfamily member 1"
"9483","50810","HDGFL3","HDGF like 3"
"9484","105370929",NA,NA
"9485","646","BNC1","basonuclin 1"
"9486","6457","SH3GL3","SH3 domain containing GRB2 like 3, endophilin A3"
"9487","57188","ADAMTSL3","ADAMTS like 3"
"9488","648809","EFL1P1","elongation factor like GTPase 1 pseudogene 1"
"9489","440299","DNM1P41","dynamin 1 pseudogene 41"
"9490","100505679","UBE2Q2L","ubiquitin conjugating enzyme E2 Q2 like"
"9491","440300","LOC440300","chondroitin sulfate proteoglycan 4 pseudogene"
"9492","388152","GOLGA2P7","GOLGA2 pseudogene 7"
"9493","643707","GOLGA6L4","golgin A6 family like 4"
"9494","103171574","LOC103171574","uncharacterized LOC103171574"
"9495","102724135","LOC102724135","uncharacterized LOC102724135"
"9496","374650","GOLGA6L5P","golgin A6 family like 5, pseudogene"
"9497","388165","UBE2Q2P1","ubiquitin conjugating enzyme E2 Q2 pseudogene 1"
"9498","100506874","LINC00933","long intergenic non-protein coding RNA 933"
"9499","54993","ZSCAN2","zinc finger and SCAN domain containing 2"
"9500","54581","SCAND2P","SCAN domain containing 2 pseudogene"
"9501","84942","WDR73","WD repeat domain 73"
"9502","4828","NMB","neuromedin B"
"9503","23478","SEC11A","SEC11 homolog A, signal peptidase complex subunit"
"9504","9640","ZNF592","zinc finger protein 592"
"9505","57538","ALPK3","alpha kinase 3"
"9506","9154","SLC28A1","solute carrier family 28 member 1"
"9507","5151","PDE8A","phosphodiesterase 8A"
"9508","642423",NA,NA
"9509","101929479","LOC101929479","golgin A2 pseudogene"
"9510","100133220","GOLGA6L3","golgin A6 family like 3"
"9511","102465803","MIR7706","microRNA 7706"
"9512","11214","AKAP13","A-kinase anchoring protein 13"
"9513","101929679","LOC101929679","uncharacterized LOC101929679"
"9514","64410","KLHL25","kelch like family member 25"
"9515","100302121","MIR1276","microRNA 1276"
"9516","100847084","MIR548AP","microRNA 548ap"
"9517","123624","AGBL1","ATP/GTP binding protein like 1"
"9518","101929701","LINC01584","long intergenic non-protein coding RNA 1584"
"9519","727915","AGBL1-AS1","AGBL1 antisense RNA 1"
"9520","102724452","LOC102724452","uncharacterized LOC102724452"
"9521","145978","LINC00052","long intergenic non-protein coding RNA 52"
"9522","4916","NTRK3","neurotrophic receptor tyrosine kinase 3"
"9523","283738","NTRK3-AS1","NTRK3 antisense RNA 1"
"9524","26589","MRPL46","mitochondrial ribosomal protein L46"
"9525","64963","MRPS11","mitochondrial ribosomal protein S11"
"9526","55070","DET1","DET1 partner of COP1 E3 ubiquitin ligase"
"9527","101929743","LINC01586","long intergenic non-protein coding RNA 1586"
"9528","64782","AEN","apoptosis enhancing nuclease"
"9529","100302235","MIR1179","microRNA 1179"
"9530","407044","MIR7-2","microRNA 7-2"
"9531","100616238","MIR3529","microRNA 3529"
"9532","3669","ISG20","interferon stimulated exonuclease gene 20"
"9533","176","ACAN","aggrecan"
"9534","145864","HAPLN3","hyaluronan and proteoglycan link protein 3"
"9535","4240","MFGE8","milk fat globule-EGF factor 8 protein"
"9536","105376732",NA,NA
